name,channel,link,rss_url,platform,confidence,topic,geography,group,notes
"Brian Reed","Question Everything","https://questioneverything.substack.com","NEEDS_LOOKUP","Podcast","PENDING","Media/Power","New York, NY","Culture & Media","Check Listen Notes for feed URL"
"Brian Skinner","Marin Buzz","https://marinbuzz.com","https://marinbuzz.com/feed","Newsletter - Beehiiv","HIGH","Local news, Things to do","Marin, CA","Civic Life, Lifestyle & Personal Life","Beehiiv /feed"
"Brian Tyler Cohen","Brian Tyler Cohen","https://www.youtube.com/@briantylercohen","NEEDS_CHANNEL_ID","Video - YouTube","PENDING","Politics","Los Angeles, CA","Power & Politics","fetch https://www.youtube.com/@briantylercohen extract channel_id then: youtube.com/feeds/videos.xml?channel_id=ID"
"Brianna Wickey","Scoop Charlotte","https://www.scoopcharlotte.com","https://www.scoopcharlotte.com/feed","Newsletter - Beehiiv","HIGH","Local News, Home, Lifestyle, Real Estate","Charlotte, NC","Lifestyle & Personal Life, Civic Life, Money & Work","Beehiiv /feed"
"Bruce Maples","Forward Kentucky","https://ForwardKY.com","https://ForwardKY.com/feed","Website","MEDIUM","Politics, Local News","Louisville, KY","Civic Life, Power & Politics","WordPress likely; custom sites may 404"
"Bruce Schneier","Schneier on Security","https://www.schneier.com","https://www.schneier.com/feed","Website","MEDIUM","Tech","Boston, MA","Money & Work","WordPress likely; custom sites may 404"
"Bryan Anderson","Anderson Alerts","andersonalerts.substack.com","andersonalerts.substack.com/feed","Newsletter - Substack","HIGH","Politics, Local","North Carolina - US","Civic Life, Power & Politics","Substack /feed"
"Bryan Schott","Utah Political Watch","www.utahpoliticalwatch.news","www.utahpoliticalwatch.news/feed","Website","MEDIUM","Politics, Local","Utah - US","Civic Life, Power & Politics","WordPress likely; custom sites may 404"
"Cahal Moran","Unlearning Economics","https://www.youtube.com/@unlearningeconomics9021","NEEDS_CHANNEL_ID","Video - YouTube","PENDING","Finance/Economics","United Kingdom","Money & Work","fetch https://www.youtube.com/@unlearningeconomics9021 extract channel_id then: youtube.com/feeds/videos.xml?channel_id=ID"
"Caitlin Johnstone","Caitlin Johnstone","https://www.caitlinjohnst.one","https://www.caitlinjohnst.one/feed","Newsletter - Substack","HIGH","Politics, Media/Power, World","Australia","Culture & Media, Power & Politics, General News","Substack /feed"
"Caitlin Rivers","Force of Infection","https://caitlinrivers.substack.com","https://caitlinrivers.substack.com/feed","Newsletter - Substack","HIGH","Health/Wellness","United Kingdom","Science, Health & Environment","Substack /feed"
"Caleb Hammer","Caleb Hammer","youtube.com/calebhammer","NEEDS_CHANNEL_ID","Video - YouTube","PENDING","Personal Finance","Austin, TX","Money & Work","fetch youtube.com/calebhammer extract channel_id then: youtube.com/feeds/videos.xml?channel_id=ID"
"Cameron Cowan","The Cameron Journal","https://www.cameronjournal.com","https://www.cameronjournal.com/feed","Website","MEDIUM","Culture","National - US","Culture & Media","WordPress likely; custom sites may 404"
"Candace Owens","Candace Owens","https://www.youtube.com/@RealCandaceO","NEEDS_CHANNEL_ID","Video - YouTube","PENDING","Politics","National - US","Power & Politics","fetch https://www.youtube.com/@RealCandaceO extract channel_id then: youtube.com/feeds/videos.xml?channel_id=ID"
"Cara Goodwin","Parenting Translator","https://parentingtranslator.substack.com","https://parentingtranslator.substack.com/feed","Newsletter - Substack","HIGH","Parenting","Charlottesville, VA","Lifestyle & Personal Life","Substack /feed"
"Carla Zanoni","The Em Dash","https://carla.substack.com","https://carla.substack.com/feed","Newsletter - Substack","HIGH","Culture, Books/Writing","New York, NY","Culture & Media","Substack /feed"
"Caroline Crampton","The Browser","https://thebrowser.com","https://thebrowser.com/rss","Newsletter - Ghost","HIGH","General News","United Kingdom","General News","Ghost /rss"
"Caroline Patton","Chicago Show Calendar","https://chicagoshowcal.substack.com","https://chicagoshowcal.substack.com/feed","Newsletter - Substack","HIGH","Culture, Local, Music, Things to do","Chicago, IL","Culture & Media, Civic Life, Lifestyle & Personal Life","Substack /feed"
"Caroline Saunders","Pale Blue Tart","https://palebluetart.substack.com","https://palebluetart.substack.com/feed","Newsletter - Substack","HIGH","Climate/Environment, Food","New York, NY","Science, Health & Environment, Lifestyle & Personal Life","Substack /feed"
"Carolyn Thomas","School of Traditional Skills","https://schooloftraditionalskills.com","https://schooloftraditionalskills.com/feed","Website","MEDIUM","Outdoors, Lifestyle, Home","Bonners Ferry, ID","Lifestyle & Personal Life","WordPress likely; custom sites may 404"
"Catherine Herridge","Catherine Herridge Reports","https://catherineherridgereports.com","https://catherineherridgereports.com/feed","Newsletter - Beehiiv","HIGH","Investigative, Government Accountability, National Security","Washington, D.C.","Power & Politics, Journalism Formats","Beehiiv /feed"
"Catilin Johnstone","Caitlin's Newsletter","https://www.caitlinjohnst.one","https://www.caitlinjohnst.one/feed","Newsletter - Substack","HIGH","Politics, Foreign Policy","Australia","Power & Politics","Substack /feed"
"Charlie Kilman","Our Changing Climate","https://www.youtube.com/@OurChangingClimate","NEEDS_CHANNEL_ID","Video - YouTube","PENDING","Climate/Environment","New York, NY","Science, Health & Environment","fetch https://www.youtube.com/@OurChangingClimate extract channel_id then: youtube.com/feeds/videos.xml?channel_id=ID"
"Charlotte Clymer","Charlotte's Web Thoughts","https://charlotteclymer.substack.com","https://charlotteclymer.substack.com/feed","Newsletter - Substack","HIGH","LGBTQIA, Politics","Washington, D.C.","Social Issues, Power & Politics","Substack /feed"
"Charlotte Salley","Hot Bones","https://hotbones.beehiiv.com","https://hotbones.beehiiv.com/feed","Newsletter - Beehiiv","HIGH","Local, Health/Wellness","Washington, D.C.","Science, Health & Environment, Civic Life","Beehiiv /feed"
"Charlotte Smith","Culture of Law Firm","https://cultureoflawfirm.substack.com","https://cultureoflawfirm.substack.com/feed","Newsletter - Substack","HIGH","Law/Legal Issues, Politics, Self Help","California - US","Power & Politics, Lifestyle & Personal Life","Substack /feed"
"Charlotte Wilder","Sports Gossip Show","https://www.sportsgossipshow.com","https://www.sportsgossipshow.com/feed","Newsletter - Substack","HIGH","Sports","National - US","Lifestyle & Personal Life","Substack /feed"
"Charlotte Wilder","The Wilder Things","https://substack.com/@thewilderthings","https://substack.com/@thewilderthings/feed","Newsletter - Substack","HIGH","Sports, Comedy","New York, NY","Culture & Media, Lifestyle & Personal Life","Substack /feed"
"Chase Hughes","The Behavior Panel","https://www.youtube.com/@thebehaviorpanel","NEEDS_CHANNEL_ID","Video - YouTube","PENDING","Politics, General News, Crime","National - US","Civic Life, General News, Power & Politics","fetch https://www.youtube.com/@thebehaviorpanel extract channel_id then: youtube.com/feeds/videos.xml?channel_id=ID"
"Cherie Brooke Luo","Tiger Sisters","https://tigersisterspodcast.com","NEEDS_LOOKUP","Podcast","PENDING","Personal Finance","National - US","Money & Work","Check Listen Notes for feed URL"
"Cheryl Rofer","Nuclear Diner","https://nucleardiner.wordpress.com","https://nucleardiner.wordpress.com/feed","Website","MEDIUM","National Security","Santa Fe, NM","Power & Politics","WordPress likely; custom sites may 404"
"Chloe Cockburn","Just Impact","https://justimpact.substack.com","https://justimpact.substack.com/feed","Newsletter - Substack","HIGH","Crime, Law/Legal Issues","New York, NY","Civic Life, Power & Politics","Substack /feed"
"Chris Clarke","Letters from the Desert","https://lettersfromthedesert.substack.com","https://lettersfromthedesert.substack.com/feed","Newsletter - Substack","HIGH","Climate/Environment","California - US","Science, Health & Environment","Substack /feed"
"Chris D'angelo","Public Domain","https://www.publicdomain.media","https://www.publicdomain.media/feed","Newsletter - Substack","HIGH","Climate/Environment","Maine - US","Science, Health & Environment","Substack /feed"
"Chris Hutton","TTRPG Insider","https://www.ttrpginsider.news","https://www.ttrpginsider.news/feed","Newsletter - Beehiiv","HIGH","Games/Gaming","Washington, D.C.","Culture & Media","Beehiiv /feed"
"Chris La Tray","The Irritable Métis","https://chrislatray.substack.com","https://chrislatray.substack.com/feed","Newsletter - Substack","HIGH","Local, Outdoors, Climate/Environment, Activism, Art","Montana, U.S.","Social Issues, Culture & Media, Science, Health & Environment, Civic Life, Lifestyle & Personal Life","Substack /feed"
"Chris Mooney","Report Earth","https://reportearth.substack.com","https://reportearth.substack.com/feed","Newsletter - Substack","HIGH","Climate/Environment","Charlottesville, VA","Science, Health & Environment","Substack /feed"
"Chris Richards","The Future is Ours to Make","https://thefutureisourstomake.substack.com","https://thefutureisourstomake.substack.com/feed","Newsletter - Substack","HIGH","Business, Music","Washington, D.C.","Money & Work, Culture & Media","Substack /feed"
"Chris Van Vliet","Chris Van Vliet","https://www.youtube.com/ChrisVanVliet","NEEDS_CHANNEL_ID","Video - YouTube","PENDING","Entertainment/Hollywood","Los Angeles, CA","Culture & Media","fetch https://www.youtube.com/ChrisVanVliet extract channel_id then: youtube.com/feeds/videos.xml?channel_id=ID"
"Chris Wadsworth","The Burn","https://theburn.com","https://theburn.com/feed","Website","MEDIUM","Local News","Ashburn, VA","Civic Life","WordPress likely; custom sites may 404"
"Christine Platt","The Afrominimalist","www.iamchristineplatt.com","www.iamchristineplatt.com/feed","Website","MEDIUM","Culture, Identity/Belonging","National - US","Culture & Media, Social Issues","WordPress likely; custom sites may 404"
"Christophe Haubursin","Tunnel Vision","https://www.youtube.com/@christophe","NEEDS_CHANNEL_ID","Video - YouTube","PENDING","Tech","New York, NY","Money & Work","fetch https://www.youtube.com/@christophe extract channel_id then: youtube.com/feeds/videos.xml?channel_id=ID"
"Christopher Barnatt","ExplainingComputers","https://www.youtube.com/@ExplainingComputers","NEEDS_CHANNEL_ID","Video - YouTube","PENDING","Tech","United Kingdom","Money & Work","fetch https://www.youtube.com/@ExplainingComputers extract channel_id then: youtube.com/feeds/videos.xml?channel_id=ID"
"Christopher Curtis","The Rover","http://therover.ca","http://therover.ca/feed","Website","MEDIUM","World","Canada","General News","WordPress likely; custom sites may 404"
"CJ Gustafson","Mostly Metrics","https://www.mostlymetrics.com","https://www.mostlymetrics.com/feed","Newsletter - Beehiiv","HIGH","Finance/Economics","National - US","Money & Work","Beehiiv /feed"
"Claire McNamara","Oh My Rockness","www.ohmyrockness.com","www.ohmyrockness.com/feed","Website","MEDIUM","Things to do, Music","New York, NY","Culture & Media, Lifestyle & Personal Life","WordPress likely; custom sites may 404"
"Clara","Hmm, That's Interesting","https://www.colormeloverly.com","https://www.colormeloverly.com/feed","Newsletter - Substack","HIGH","Culture, Internet Culture","New York, NY","Culture & Media","Substack /feed"
"Claudia Sahm","Stay-At-Home Macro","https://stayathomemacro.substack.com","https://stayathomemacro.substack.com/feed","Newsletter - Substack","HIGH","Finance/Economics","Washington, D.C.","Money & Work","Substack /feed"
"Claudine Zap","Must Like Fog","https://mustlikefog.substack.com","https://mustlikefog.substack.com/feed","Newsletter - Substack","HIGH","Real Estate, Local","San Francisco, CA","Civic Life, Money & Work","Substack /feed"
"Codie Sanchez","Codie Sanchez","https://codiesanchez.com","NEEDS_CHANNEL_ID","Video - YouTube","PENDING","Personal Finance, Business","National - US","Money & Work","fetch https://codiesanchez.com extract channel_id then: youtube.com/feeds/videos.xml?channel_id=ID"
"Connie Bowen","Agriculture Is for People","https://agricultureisforpeople.substack.com","https://agricultureisforpeople.substack.com/feed","Newsletter - Substack","HIGH","Food, Labor, Agriculture, Local","St. Louis, MO","Civic Life, Lifestyle & Personal Life, Money & Work","Substack /feed"
"Corey Hutchins","Inside the News in Colorado","coloradomedia.substack.com","coloradomedia.substack.com/feed","Newsletter - Substack","HIGH","Local, Media/Power","Colorado - US","Civic Life, Culture & Media","Substack /feed"
"Cory Doctorow","Pluralistic","https://pluralistic.net","https://pluralistic.net/feed","Website","MEDIUM","Activism, Tech, Law/Legal Issues, Government Accountability","Los Angeles, CA","Social Issues, Power & Politics, Money & Work","WordPress likely; custom sites may 404"
"Cory Haik","The Intersect","https://podcasts.apple.com/us/podcast/the-intersect-with-cory-corrine/id1811186932","NEEDS_LOOKUP","Podcast","PENDING","Tech","New York, NY","Money & Work","Check Listen Notes for feed URL"
"Craig Calcaterra","Cup of Coffee","https://cupofcoffee.substack.com","https://cupofcoffee.substack.com/feed","Newsletter - Substack","HIGH","Sports, Day in a Life","Ohio, U.S.","Journalism Formats, Lifestyle & Personal Life","Substack /feed"
"Curtis Chang","The Good Faith Podcast","https://goodfaith.org","NEEDS_LOOKUP","Podcast","PENDING","Faith/Religion, Culture","San Jose, CA","Culture & Media, Social Issues","Check Listen Notes for feed URL"
"Dagogo Altraide","ColdFusion","https://www.youtube.com/@ColdFusion","NEEDS_CHANNEL_ID","Video - YouTube","PENDING","Tech","Australia","Money & Work","fetch https://www.youtube.com/@ColdFusion extract channel_id then: youtube.com/feeds/videos.xml?channel_id=ID"
"Dami Lee","Dami Lee","https://www.youtube.com/@DamiLeeArch/videos","NEEDS_CHANNEL_ID","Video - YouTube","PENDING","Design, Architecture, Explanatory","National - US","Culture & Media, Journalism Formats","fetch https://www.youtube.com/@DamiLeeArch/videos extract channel_id then: youtube.com/feeds/videos.xml?channel_id=ID"
"Dan Blumberg","Future Around & Find Out","https://www.futurearound.com","NEEDS_LOOKUP","Podcast","PENDING","Tech","New York, NY","Money & Work","Check Listen Notes for feed URL"
"Dan Froomkin","Press Watch","https://presswatchers.org","https://presswatchers.org/feed","Website","MEDIUM","Media/Power","National - US","Culture & Media","WordPress likely; custom sites may 404"
"Dan Harris","10% Happier","https://www.danharris.com","https://www.danharris.com/feed","Newsletter - Substack","HIGH","Health/Wellness","New York, NY","Science, Health & Environment","Substack /feed"
"Dan Shafer","The Recombobulation Area","https://www.therecombobulationarea.news","https://www.therecombobulationarea.news/feed","Newsletter - Substack","HIGH","Politics, Local","Wisconsin - US","Civic Life, Power & Politics","Substack /feed"
"Dana Drugmand","One Earth Now","https://www.oneearthnow.org","https://www.oneearthnow.org/feed","Newsletter - Substack","HIGH","Climate/Environment","Boston, MA","Science, Health & Environment","Substack /feed"
"Danica Samuel","Vainqueur Magazine","https://www.vainqueurmag.ca","https://www.vainqueurmag.ca/feed","Website","MEDIUM","Fashion","Canada","Lifestyle & Personal Life","WordPress likely; custom sites may 404"
"Daniel B. Rodriguez","Daniel B. Rodriguez","https://danielbrodriguez.substack.com","https://danielbrodriguez.substack.com/feed","Newsletter - Substack","HIGH","Law/Legal Issues, Education","Chicago, IL","Civic Life, Power & Politics","Substack /feed"
"Daniel Carr","Police Law News","https://policelawnews.substack.com","https://policelawnews.substack.com/feed","Newsletter - Substack","HIGH","Crime, Law/Legal Issues","National - US","Civic Life, Power & Politics","Substack /feed"
"Daniel Drezner","Drezner's World","https://danieldrezner.substack.com","https://danieldrezner.substack.com/feed","Newsletter - Substack","HIGH","World, Politics, Finance/Economics","Massachusetts - US","Money & Work, Power & Politics, General News","Substack /feed"
"Daniel Hernandez","LA Taco","https://lataco.com/products","https://lataco.com/products/feed","Newsletter - Beehiiv","HIGH","Local News","Los Angeles, CA","Civic Life","Beehiiv /feed"
"Daniel Larison","Eunomia","https://daniellarison.substack.com","https://daniellarison.substack.com/feed","Newsletter - Substack","HIGH","Foreign Policy","Pennsylvania - US","Power & Politics","Substack /feed"
"Daniel Miller","Straight White American Jesus","https://www.straightwhiteamericanjesus.com","NEEDS_LOOKUP","Podcast","PENDING","Faith/Religion","Boston, MA","Social Issues","Check Listen Notes for feed URL"
"Daniel Rothberg","Invisible Waters","https://invisiblewaters.substack.com","https://invisiblewaters.substack.com/feed","Newsletter - Substack","HIGH","Climate/Environment","California - US","Science, Health & Environment","Substack /feed"
"Daniela Galarza","a petite feast","https://danielagalarza.substack.com","https://danielagalarza.substack.com/feed","Newsletter - Substack","HIGH","Food","New York, NY","Lifestyle & Personal Life","Substack /feed"
"Danielle Desir Corbett","The Thought Card","https://pod.link/1434482532","NEEDS_LOOKUP","Podcast","PENDING","Culture, Travel","National - US","Culture & Media, Lifestyle & Personal Life","Check Listen Notes for feed URL"
"David Begnaud","Do Good","https://www.davidbegnaud.com","https://www.davidbegnaud.com/feed","Newsletter - Beehiiv","HIGH","Positive News","New York, NY","General News","Beehiiv /feed"
"David Cay Johnston","DCReport","https://www.dcreport.org","https://www.dcreport.org/feed","Website","MEDIUM","Investigative, Government Accountability, Politics","Washington, D.C.","Power & Politics, Journalism Formats","WordPress likely; custom sites may 404"
"David Crook","DCReport","https://www.dcreport.org","https://www.dcreport.org/feed","Website","MEDIUM","Investigative, Government Accountability, Politics","Washington, D.C.","Power & Politics, Journalism Formats","WordPress likely; custom sites may 404"
"David Gokhshtein","Gokhshtein News Network","https://www.youtube.com/@GokhshteinNewsNetwork","NEEDS_CHANNEL_ID","Video - YouTube","PENDING","Finance/Economics, Tech","National - US","Money & Work","fetch https://www.youtube.com/@GokhshteinNewsNetwork extract channel_id then: youtube.com/feeds/videos.xml?channel_id=ID"
"David Lat","Original Jurisdiction","https://davidlat.substack.com","https://davidlat.substack.com/feed","Newsletter - Substack","HIGH","Government Accountability, Law/Legal Issues","New York, NY","Power & Politics","Substack /feed"
"David Pakman","The David Pakman Show","https://www.youtube.com/@thedavidpakmanshow/videos","NEEDS_CHANNEL_ID","Video - YouTube","PENDING","Politics","National - US","Power & Politics","fetch https://www.youtube.com/@thedavidpakmanshow/videos extract channel_id then: youtube.com/feeds/videos.xml?channel_id=ID"
"David Pepper","David Pepper","https://davidpepper.substack.com","https://davidpepper.substack.com/feed","Newsletter - Substack","HIGH","Politics","Cincinnati, OH","Power & Politics","Substack /feed"
"David Roberts","Volts","https://www.volts.wtf","https://www.volts.wtf/feed","Newsletter - Substack","HIGH","Climate/Environment, Explanatory, Education, Tech","Washington - US","Science, Health & Environment, Civic Life, Journalism Formats, Money & Work","Substack /feed"
"David Robson","60-Second Psychology","https://davidrobson.substack.com","https://davidrobson.substack.com/feed","Newsletter - Substack","HIGH","Science","United Kingdom","Science, Health & Environment","Substack /feed"
"David Sirota","The Lever","https://www.levernews.com","https://www.levernews.com/rss","Newsletter - Ghost","HIGH","Investigative, Politics","Denver, CO","Journalism Formats, Power & Politics","Ghost /rss"
"David Warsh","Economic Principals","https://davidwarsh.substack.com","https://davidwarsh.substack.com/feed","Newsletter - Substack","HIGH","Finance/Economics","Boston, MA","Money & Work","Substack /feed"
"David Wildstein","New Jersey Globe","newjerseyglobe.com","newjerseyglobe.com/feed","Website","MEDIUM","Politics, Local","New Jersey - US","Civic Life, Power & Politics","WordPress likely; custom sites may 404"
"Delia Cai","Deez Links","https://www.deezlinks.com","https://www.deezlinks.com/feed","Newsletter - Substack","HIGH","Media/Power, Internet Culture, Entertainment/Hollywood","New York, NY","Culture & Media","Substack /feed"
"Dennis Lee","Food Is Stupid","https://foodisstupid.substack.com","https://foodisstupid.substack.com/feed","Newsletter - Substack","HIGH","Things to do, Recipes, Food, Local","Chicago, IL","Lifestyle & Personal Life, Civic Life","Substack /feed"
"Dennis Lee","The Party Cut","https://thepartycut.substack.com","https://thepartycut.substack.com/feed","Newsletter - Substack","HIGH","Things to do, Restaurants, Local","Chicago, IL","Civic Life, Lifestyle & Personal Life","Substack /feed"
"Derek Muller","Veritasium","https://www.youtube.com/@Veritasium","NEEDS_CHANNEL_ID","Video - YouTube","PENDING","Science","Los Angeles, CA","Science, Health & Environment","fetch https://www.youtube.com/@Veritasium extract channel_id then: youtube.com/feeds/videos.xml?channel_id=ID"
"Derek Thompson","Derek Thompson","https://www.derekthompson.org","https://www.derekthompson.org/feed","Newsletter - Substack","HIGH","Explanatory, General News","Washington, D.C.","Journalism Formats, General News","Substack /feed"
"Dermot Cole","Reporting from Alask","www.dermotcole.com","www.dermotcole.com/feed","Website","MEDIUM","Politics, Local","Alaska - US","Civic Life, Power & Politics","WordPress likely; custom sites may 404"
"Destin Sandlin","SmarterEveryDay","https://www.youtube.com/@smartereveryday","NEEDS_CHANNEL_ID","Video - YouTube","PENDING","Science, Explanatory","Alabama - US","Journalism Formats, Science, Health & Environment","fetch https://www.youtube.com/@smartereveryday extract channel_id then: youtube.com/feeds/videos.xml?channel_id=ID"
"Devin Stone","LegalEagle","https://www.youtube.com/@LegalEagle","NEEDS_CHANNEL_ID","Video - YouTube","PENDING","Law/Legal Issues","Washington, D.C.","Power & Politics","fetch https://www.youtube.com/@LegalEagle extract channel_id then: youtube.com/feeds/videos.xml?channel_id=ID"
"Dhruv Rathee","Dhruv Rathee","https://www.youtube.com/@dhruvrathee","NEEDS_CHANNEL_ID","Video - YouTube","PENDING","Politics, World, Culture","India","Culture & Media, Power & Politics, General News","fetch https://www.youtube.com/@dhruvrathee extract channel_id then: youtube.com/feeds/videos.xml?channel_id=ID"
"Diana Butler Bass","The Cottage","https://dianabutlerbass.substack.com","https://dianabutlerbass.substack.com/feed","Newsletter - Substack","HIGH","Faith/Religion, Culture","National - US","Culture & Media, Social Issues","Substack /feed"
"Dick Tofel","Second Rough Draft","https://dicktofel.substack.com","https://dicktofel.substack.com/feed","Newsletter - Substack","HIGH","Media/Power","New York, NY","Culture & Media","Substack /feed"
"Dina Temple-Raston","Click Here","https://podcasts.apple.com/us/podcast/click-here/id1225077306","NEEDS_LOOKUP","Podcast","PENDING","Tech","Washington, D.C.","Money & Work","Check Listen Notes for feed URL"
"Dino-Ray Ramos","DIASPORA","https://thediasporatimes.com","https://thediasporatimes.com/feed","Website","MEDIUM","Film/Movies, Entertainment/Hollywood, Culture","Los Angeles, CA","Culture & Media","WordPress likely; custom sites may 404"
"Doug Lewin","Texas Energy and Power Newsletter","https://www.texasenergyandpower.com","https://www.texasenergyandpower.com/feed","Newsletter - Substack","HIGH","Climate/Environment, Law/Legal Issues, Local","Austin, TX","Science, Health & Environment, Power & Politics, Civic Life","Substack /feed"
"Doug O’Laughlin","Fabricated Knowledge","https://www.fabricatedknowledge.com","https://www.fabricatedknowledge.com/feed","Newsletter - Substack","HIGH","Tech","Dallas, TX","Money & Work","Substack /feed"
"Doug Shapiro","The Mediator","https://dougshapiro.substack.com","https://dougshapiro.substack.com/feed","Newsletter - Substack","HIGH","Media/Power, Finance/Economics","National - US","Money & Work, Culture & Media","Substack /feed"
"Dr. Jen Gunter","The Vagenda","https://vajenda.substack.com","https://vajenda.substack.com/feed","Newsletter - Substack","HIGH","Health/Wellness, Gender","San Francisco, CA","Social Issues, Science, Health & Environment","Substack /feed"
"Dr. Jennifer Ashton","Ajenda","https://www.joinajenda.com","https://www.joinajenda.com/feed","Website","MEDIUM","Health/Wellness, Fitness","National - US","Lifestyle & Personal Life, Science, Health & Environment","WordPress likely; custom sites may 404"
"Dr. Kiki Sanford","This Week in Science","https://youtube.com/@thisweekinscience","NEEDS_CHANNEL_ID","Video - YouTube","PENDING","Science, Education","Portland, OR","Civic Life, Science, Health & Environment","fetch https://youtube.com/@thisweekinscience extract channel_id then: youtube.com/feeds/videos.xml?channel_id=ID"
"Dwarkesh Patel","Dwarkesh Patel","https://www.youtube.com/c/DwarkeshPatel","NEEDS_CHANNEL_ID","Video - YouTube","PENDING","Tech","San Francisco, CA","Money & Work","fetch https://www.youtube.com/c/DwarkeshPatel extract channel_id then: youtube.com/feeds/videos.xml?channel_id=ID"
"Dylan Burns","DylanBurnsTV","https://www.youtube.com/channel/UCQghs3tMyfXBFIIpA7DI3eQ","NEEDS_CHANNEL_ID","Video - YouTube","PENDING","World, National Security","Ukraine","Power & Politics, General News","fetch https://www.youtube.com/channel/UCQghs3tMyfXBFIIpA7DI3eQ extract channel_id then: youtube.com/feeds/videos.xml?channel_id=ID"
"Eben Shapiro","Ebenshapiro.substack","https://ebenshapiro.substack.com","https://ebenshapiro.substack.com/feed","Newsletter - Substack","HIGH","Culture, Business, Tech","New York, NY","Money & Work, Culture & Media","Substack /feed"
"Ed Zitron","Where's Your Ed At","https://www.wheresyoured.at","https://www.wheresyoured.at/rss","Newsletter - Ghost","HIGH","Tech","Las Vegas, NV","Money & Work","Ghost /rss"
"Edward Ongweso Jr.","This Machine Kills","https://www.patreon.com/thismachinekills","NEEDS_LOOKUP","Podcast","PENDING","Tech, Politics","New York, NY","Power & Politics, Money & Work","Check Listen Notes for feed URL"
"Eliot Peper","The Profile","https://www.theprofile.io","https://www.theprofile.io/feed","Website","MEDIUM","Media/Power, Business","San Francisco, CA","Money & Work, Culture & Media","WordPress likely; custom sites may 404"
"Elise Granata","Grouphug","https://grouphug.substack.com","https://grouphug.substack.com/feed","Newsletter - Substack","HIGH","Media/Power, Local","New Haven, CT","Civic Life, Culture & Media","Substack /feed"
"Elizabeth Lang","Impulsiva Stories","https://www.impulsivastories.com","https://www.impulsivastories.com/rss","Newsletter - Ghost","HIGH","Art, Culture","Costa Rica","Culture & Media","Ghost /rss"
"Emilie Raguso","The Berkeley Scanner","https://www.berkeleyscanner.com","https://www.berkeleyscanner.com/rss","Newsletter - Ghost","HIGH","Crime, Local News","Berkeley, CA","Civic Life","Ghost /rss"
"Emily Nunn","The Department of Salad","https://emilyrnunn.substack.com","https://emilyrnunn.substack.com/feed","Newsletter - Substack","HIGH","Recipes, Food","National - US","Lifestyle & Personal Life","Substack /feed"
"Emily Oster","Parent Data","https://parentdata.org","https://parentdata.org/feed","Website","MEDIUM","Parenting","Rhode Island - US","Lifestyle & Personal Life","WordPress likely; custom sites may 404"
"Emily Sanders","Exxon Knews","https://www.exxonknews.org","https://www.exxonknews.org/feed","Newsletter - Substack","HIGH","Climate/Environment","Washington, D.C.","Science, Health & Environment","Substack /feed"
"Emily Silverman","The Nocturnists","https://thenocturnists.com","NEEDS_LOOKUP","Podcast","PENDING","Health/Wellness, Day in a Life","San Francisco, CA","Journalism Formats, Science, Health & Environment","Check Listen Notes for feed URL"
"Emma Grede","Aspire with Emma Grede","https://www.emmagrede.me","NEEDS_LOOKUP","Podcast","PENDING","Business","National - US","Money & Work","Check Listen Notes for feed URL"
"Eric Blanc","Labor Politics","https://www.laborpolitics.com","https://www.laborpolitics.com/feed","Newsletter - Substack","HIGH","Labor","New Jersey - US","Money & Work","Substack /feed"
"Eric Zorn","The Picayune Sentinel","https://ericzorn.substack.com","https://ericzorn.substack.com/feed","Newsletter - Substack","HIGH","Government Accountability, Politics, Local","Chicago, IL","Power & Politics, Civic Life","Substack /feed"
"Erin Allmann Updyke","This Podcast Will Kill You","https://thispodcastwillkillyou.com","NEEDS_LOOKUP","Podcast","PENDING","Health/Wellness, History, Science","Chicago, IL","Science, Health & Environment, Culture & Media","Check Listen Notes for feed URL"
"Erin Durant","Durant’s Rants","https://durantsrants.substack.com","https://durantsrants.substack.com/feed","Newsletter - Substack","HIGH","Law/Legal Issues, Politics","Canada","Power & Politics","Substack /feed"
"Erin Welsh","This Podcast Will Kill You","https://thispodcastwillkillyou.com","NEEDS_LOOKUP","Podcast","PENDING","Health/Wellness, History, Science","Chicago, IL","Science, Health & Environment, Culture & Media","Check Listen Notes for feed URL"
"Errol Schweizer","The Checkout","https://grocerynerd.substack.com","https://grocerynerd.substack.com/feed","Newsletter - Substack","HIGH","Food, Finance/Economics","National - US","Money & Work, Lifestyle & Personal Life","Substack /feed"
"Esther Perel","Where Should We Begin?","https://www.estherperel.com","NEEDS_LOOKUP","Podcast","PENDING","Health/Wellness, Mental Health","National - US","Science, Health & Environment","Check Listen Notes for feed URL"
"Ethan Mollick","One Useful Thing","https://www.oneusefulthing.org","https://www.oneusefulthing.org/feed","Newsletter - Substack","HIGH","Tech, Careers","Philadelphia, PA","Money & Work","Substack /feed"
"Ethan Strauss","House of Strauss","https://www.houseofstrauss.com","https://www.houseofstrauss.com/feed","Newsletter - Substack","HIGH","Sports, Culture","San Francisco, CA","Culture & Media, Lifestyle & Personal Life","Substack /feed"
"Evan","PolyMatter","https://www.youtube.com/polymatter","NEEDS_CHANNEL_ID","Video - YouTube","PENDING","Explanatory","National - US","Journalism Formats","fetch https://www.youtube.com/polymatter extract channel_id then: youtube.com/feeds/videos.xml?channel_id=ID"
